depth_m,vx_north_ms,vy_east_ms
0.4940,0.047616,0.031093
1.5414,0.042380,0.029208
2.6457,0.037493,0.027161
3.8195,0.032951,0.025004
5.0782,0.028704,0.022757
6.4406,0.024698,0.020413
7.9296,0.020886,0.017957
9.5730,0.017237,0.015365
11.4050,0.013732,0.012603
13.4671,0.010366,0.009615
15.8101,0.007125,0.006275
18.4956,0.003862,0.002096
21.5988,-0.000247,-0.005955
25.2114,0.001280,-0.034189
29.4447,0.009067,-0.043899
34.4342,0.016354,-0.041996
40.3441,0.037760,-0.031378
47.3737,0.076333,-0.009659
55.7643,0.086360,-0.010754
65.8073,0.080465,-0.012675
77.8539,0.072460,-0.016044
92.3261,0.065986,-0.022561
109.7293,0.058642,-0.029335
130.6660,0.051787,-0.031224
155.8507,0.051315,-0.029248
186.1256,0.055887,-0.025449
222.4752,0.055157,-0.026668
266.0403,0.048359,-0.030770
318.1274,0.048615,-0.038096
380.2130,0.053063,-0.040437
453.9377,0.051775,-0.039348
541.0889,0.044683,-0.043360
643.5668,0.038982,-0.048966
763.3331,0.038090,-0.050844
902.3393,0.041337,-0.056682
