depth_m,vx_north_ms,vy_east_ms
0.4940,-0.025496,-0.046419
1.5414,-0.027842,-0.050605
2.6457,-0.029884,-0.054686
3.8195,-0.031595,-0.058539
5.0782,-0.032986,-0.062095
6.4406,-0.034075,-0.065283
7.9296,-0.034888,-0.068058
9.5730,-0.035468,-0.070426
11.4050,-0.035860,-0.072422
13.4671,-0.036079,-0.074008
15.8101,-0.036174,-0.075290
18.4956,-0.036145,-0.076259
21.5988,-0.035713,-0.076574
25.2114,-0.035035,-0.074889
29.4447,-0.033928,-0.070410
34.4342,-0.029940,-0.055588
40.3441,-0.017463,-0.030263
47.3737,0.033076,-0.026948
55.7643,0.050426,-0.021806
65.8073,0.050948,-0.017467
77.8539,0.045071,-0.012803
92.3261,0.038217,-0.009685
109.7293,0.033723,-0.008133
130.6660,0.032306,-0.006544
155.8507,0.032704,-0.006376
186.1256,0.033761,-0.006224
222.4752,0.035188,-0.006080
266.0403,0.036588,-0.003504
318.1274,0.034915,-0.001518
380.2130,0.031399,-0.001880
453.9377,0.028716,-0.006611
541.0889,0.026323,-0.014393
643.5668,0.028719,-0.024525
763.3331,0.032094,-0.034592
902.3393,0.035071,-0.039996
