depth_m,vx_north_ms,vy_east_ms
0.4940,0.017407,-0.028397
1.5414,0.015197,-0.030814
2.6457,0.013078,-0.033219
3.8195,0.011037,-0.035626
5.0782,0.009060,-0.038058
6.4406,0.007131,-0.040535
7.9296,0.005242,-0.043081
9.5730,0.003388,-0.045712
11.4050,0.001571,-0.048443
13.4671,-0.000196,-0.051273
15.8101,-0.001888,-0.054191
18.4956,-0.003467,-0.057162
21.5988,-0.004881,-0.060143
25.2114,-0.006060,-0.063114
29.4447,-0.006741,-0.066619
34.4342,0.031620,-0.068982
40.3441,0.054109,-0.030658
47.3737,0.046145,-0.036394
55.7643,0.044982,-0.044305
65.8073,0.047950,-0.046056
77.8539,0.048399,-0.043212
92.3261,0.045429,-0.040389
109.7293,0.040723,-0.039185
130.6660,0.037079,-0.036790
155.8507,0.034918,-0.036289
186.1256,0.031141,-0.033995
222.4752,0.029576,-0.034418
266.0403,0.029655,-0.037554
318.1274,0.032826,-0.040829
380.2130,0.034807,-0.043194
453.9377,0.034340,-0.047681
541.0889,0.036987,-0.050875
643.5668,0.042985,-0.049357
763.3331,0.047073,-0.049650
902.3393,0.050828,-0.053171
