depth_m,vx_north_ms,vy_east_ms
0.4940,0.094286,-0.006588
1.5414,0.083720,0.001884
2.6457,0.073112,0.008521
3.8195,0.063903,0.012857
5.0782,0.056015,0.015443
6.4406,0.048709,0.016814
7.9296,0.040859,0.017167
9.5730,0.031163,0.016143
11.4050,0.018640,0.012772
13.4671,0.003307,0.005833
15.8101,-0.020003,-0.011200
18.4956,-0.030691,-0.024259
21.5988,-0.031618,-0.030133
25.2114,-0.030667,-0.034787
29.4447,-0.026775,-0.038679
34.4342,-0.008301,-0.038515
40.3441,-0.009376,-0.032516
47.3737,-0.011265,-0.037253
55.7643,-0.004666,-0.041059
65.8073,0.006879,-0.042454
77.8539,0.016124,-0.039385
92.3261,0.027033,-0.032079
109.7293,0.040809,-0.024961
130.6660,0.055032,-0.021525
155.8507,0.065009,-0.016649
186.1256,0.071255,-0.009156
222.4752,0.072796,-0.011720
266.0403,0.075433,-0.010205
318.1274,0.068413,-0.002626
380.2130,0.051676,-0.001484
453.9377,0.039361,-0.013062
541.0889,0.038150,-0.027808
643.5668,0.042346,-0.031857
763.3331,0.034570,-0.032612
902.3393,0.034305,-0.040540
