target_date,measured_u10_ms,measured_beaufort
2025-05-20,3.99,3
2025-06-17,5.10,3
2025-08-12,7.19,4
2025-09-09,6.44,4
2025-11-04,10.79,5
2026-02-12,18.26,8
2026-04-14,10.74,5
